batch_data,timestamp,area_name,people
2025-09-04,2025-09-04 08:20:10 UTC,Ullevaal_Stadion,5122
2025-09-04,2025-09-04 08:25:07 UTC,Ullevaal_Stadion,5189
2025-09-04,2025-09-04 08:30:07 UTC,Ullevaal_Stadion,5213
2025-09-04,2025-09-04 08:35:06 UTC,Ullevaal_Stadion,5138
2025-09-04,2025-09-04 08:40:06 UTC,Ullevaal_Stadion,5133
2025-09-04,2025-09-04 08:45:06 UTC,Ullevaal_Stadion,5120
2025-09-04,2025-09-04 08:50:10 UTC,Ullevaal_Stadion,5136
2025-09-04,2025-09-04 08:55:06 UTC,Ullevaal_Stadion,5131
2025-09-04,2025-09-04 09:00:11 UTC,Ullevaal_Stadion,5231
2025-09-04,2025-09-04 09:05:10 UTC,Ullevaal_Stadion,5189
2025-09-04,2025-09-04 09:10:11 UTC,Ullevaal_Stadion,5240
2025-09-04,2025-09-04 09:15:04 UTC,Ullevaal_Stadion,5202
2025-09-04,2025-09-04 09:20:06 UTC,Ullevaal_Stadion,5344
2025-09-04,2025-09-04 09:25:10 UTC,Ullevaal_Stadion,5164
2025-09-04,2025-09-04 09:30:08 UTC,Ullevaal_Stadion,5144
2025-09-04,2025-09-04 09:35:10 UTC,Ullevaal_Stadion,5256
2025-09-04,2025-09-04 09:40:05 UTC,Ullevaal_Stadion,5264
2025-09-04,2025-09-04 09:45:10 UTC,Ullevaal_Stadion,5173
2025-09-04,2025-09-04 09:50:03 UTC,Ullevaal_Stadion,5291
2025-09-04,2025-09-04 09:55:06 UTC,Ullevaal_Stadion,5198
2025-09-04,2025-09-04 10:00:07 UTC,Ullevaal_Stadion,5113
2025-09-04,2025-09-04 10:05:07 UTC,Ullevaal_Stadion,5242
2025-09-04,2025-09-04 10:10:11 UTC,Ullevaal_Stadion,5213
2025-09-04,2025-09-04 10:15:07 UTC,Ullevaal_Stadion,5258
2025-09-04,2025-09-04 10:20:05 UTC,Ullevaal_Stadion,5264
2025-09-04,2025-09-04 10:25:08 UTC,Ullevaal_Stadion,5249
2025-09-04,2025-09-04 10:30:05 UTC,Ullevaal_Stadion,5260
2025-09-04,2025-09-04 10:35:11 UTC,Ullevaal_Stadion,5220
2025-09-04,2025-09-04 10:40:07 UTC,Ullevaal_Stadion,5242
2025-09-04,2025-09-04 10:45:10 UTC,Ullevaal_Stadion,5329
2025-09-04,2025-09-04 10:50:07 UTC,Ullevaal_Stadion,5320
2025-09-04,2025-09-04 10:55:10 UTC,Ullevaal_Stadion,5247
2025-09-04,2025-09-04 11:00:06 UTC,Ullevaal_Stadion,5282
2025-09-04,2025-09-04 11:05:07 UTC,Ullevaal_Stadion,5329
2025-09-04,2025-09-04 11:10:11 UTC,Ullevaal_Stadion,5238
2025-09-04,2025-09-04 11:15:07 UTC,Ullevaal_Stadion,5291
2025-09-04,2025-09-04 11:20:05 UTC,Ullevaal_Stadion,5324
2025-09-04,2025-09-04 11:25:05 UTC,Ullevaal_Stadion,5298
2025-09-04,2025-09-04 11:30:08 UTC,Ullevaal_Stadion,5224
2025-09-04,2025-09-04 11:35:07 UTC,Ullevaal_Stadion,5289
2025-09-04,2025-09-04 11:40:07 UTC,Ullevaal_Stadion,5358
2025-09-04,2025-09-04 11:45:06 UTC,Ullevaal_Stadion,5273
2025-09-04,2025-09-04 11:50:11 UTC,Ullevaal_Stadion,5282
2025-09-04,2025-09-04 11:55:07 UTC,Ullevaal_Stadion,5280
2025-09-04,2025-09-04 12:00:07 UTC,Ullevaal_Stadion,5158
2025-09-04,2025-09-04 12:05:12 UTC,Ullevaal_Stadion,5200
